userId,itemId,rating,timestamp,movielens_id,title,genre
3272,1242,5,968196870,1242,Glory (1989),Action|Drama|War
3272,898,4,968196901,898,"Philadelphia Story, The (1940)",Comedy|Romance
3272,34,5,968196901,34,Babe (1995),Children's|Comedy|Drama
3272,1240,5,968196902,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
3272,13,4,968196968,13,Balto (1995),Animation|Children's
3272,940,5,968196968,940,"Adventures of Robin Hood, The (1938)",Action|Adventure
3272,2018,5,968196992,2018,Bambi (1942),Animation|Children's
3272,2987,4,968196993,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
3272,2020,4,968197040,2020,Dangerous Liaisons (1988),Drama|Romance
3272,588,4,968197109,588,Aladdin (1992),Animation|Children's|Comedy|Musical
3272,3671,5,968197109,3671,Blazing Saddles (1974),Comedy|Western
3272,2137,5,968197109,2137,Charlotte's Web (1973),Animation|Children's
3272,3421,5,968197109,3421,Animal House (1978),Comedy
3272,800,4,968197263,800,Lone Star (1996),Drama|Mystery
3272,1265,4,968197263,1265,Groundhog Day (1993),Comedy|Romance
3272,1197,5,968197263,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
3272,1460,4,968197263,1460,That Darn Cat! (1997),Children's|Comedy|Mystery
3272,2396,4,968197292,2396,Shakespeare in Love (1998),Comedy|Romance
3272,1258,3,968197292,1258,"Shining, The (1980)",Horror
3272,1084,5,968197319,1084,Bonnie and Clyde (1967),Crime|Drama
3272,2944,5,968197319,2944,"Dirty Dozen, The (1967)",Action|War
3272,2797,4,968197343,2797,Big (1988),Comedy|Fantasy
3272,1032,4,968197404,1032,Alice in Wonderland (1951),Animation|Children's|Musical
3272,2571,3,968197404,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3272,1923,4,968197404,1923,There's Something About Mary (1998),Comedy
3272,1272,4,968197404,1272,Patton (1970),Drama|War
3272,474,5,968197428,474,In the Line of Fire (1993),Action|Thriller
3272,1247,4,968197501,1247,"Graduate, The (1967)",Drama|Romance
3272,589,4,968197501,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
3272,1231,5,968197523,1231,"Right Stuff, The (1983)",Drama
3272,924,3,968197523,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
3272,2080,4,968197571,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
3272,2287,3,968197571,2287,Them! (1954),Sci-Fi|Thriller|War
3272,1103,4,968197571,1103,Rebel Without a Cause (1955),Drama
3272,2302,4,968197592,2302,My Cousin Vinny (1992),Comedy
3272,594,4,968197592,594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
3272,3108,3,968197668,3108,"Fisher King, The (1991)",Comedy|Drama|Romance
3272,2033,3,968197668,2033,"Black Cauldron, The (1985)",Animation|Children's
3272,25,3,968197668,25,Leaving Las Vegas (1995),Drama|Romance
3272,457,4,968197710,457,"Fugitive, The (1993)",Action|Thriller
3272,1663,5,968197710,1663,Stripes (1981),Comedy
3272,2949,4,968197710,2949,Dr. No (1962),Action
3272,36,3,968197710,36,Dead Man Walking (1995),Drama
3272,2313,3,968197730,2313,"Elephant Man, The (1980)",Drama
3272,1282,4,968197752,1282,Fantasia (1940),Animation|Children's|Musical
3272,3552,4,968197752,3552,Caddyshack (1980),Comedy
3272,1376,4,968197768,1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
3272,3703,4,968197793,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
3272,2795,4,968197793,2795,Vacation (1983),Comedy
3272,3682,4,968197825,3682,Magnum Force (1973),Western
3272,915,3,968197857,915,Sabrina (1954),Comedy|Romance
3272,3608,3,968197857,3608,Pee-wee's Big Adventure (1985),Comedy
3272,941,4,968197857,941,"Mark of Zorro, The (1940)",Adventure
3272,596,4,968197857,596,Pinocchio (1940),Animation|Children's
3272,3361,3,968197884,3361,Bull Durham (1988),Comedy
3272,2194,3,968197884,2194,"Untouchables, The (1987)",Action|Crime|Drama
3272,1350,4,968197922,1350,"Omen, The (1976)",Horror
3272,351,4,968197922,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
3272,161,3,968197962,161,Crimson Tide (1995),Drama|Thriller|War
3272,1641,4,968197962,1641,"Full Monty, The (1997)",Comedy
3272,3702,4,968197984,3702,Mad Max (1979),Action|Sci-Fi
3272,1285,3,968197984,1285,Heathers (1989),Comedy
3272,1429,4,968198060,1429,Jackie Chan's First Strike (1996),Action
3272,2919,3,968198060,2919,Year of Living Dangerously (1982),Drama|Romance
3272,1208,4,968198060,1208,Apocalypse Now (1979),Drama|War
3272,356,5,968198091,356,Forrest Gump (1994),Comedy|Romance|War
3272,1097,5,968198091,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
3272,1954,4,968198091,1954,Rocky (1976),Action|Drama
3272,2529,4,968198091,2529,Planet of the Apes (1968),Action|Sci-Fi
3272,2918,4,968198125,2918,Ferris Bueller's Day Off (1986),Comedy
3272,1682,4,968198125,1682,"Truman Show, The (1998)",Drama
3272,3755,4,968198125,3755,"Perfect Storm, The (2000)",Action|Adventure|Thriller
3272,1291,5,968198125,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
3272,595,4,968198148,595,Beauty and the Beast (1991),Animation|Children's|Musical
3272,1073,4,968198148,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
3272,2000,5,968198148,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
3272,2142,4,968198173,2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
3272,337,3,968198173,337,What's Eating Gilbert Grape (1993),Drama
3272,2871,4,968198268,2871,Deliverance (1972),Adventure|Thriller
3272,3037,4,968198268,3037,Little Big Man (1970),Comedy|Drama|Western
3272,1411,4,968198299,1411,Hamlet (1996),Drama
3272,2867,4,968198299,2867,Fright Night (1985),Comedy|Horror
3272,616,4,968198299,616,"Aristocats, The (1970)",Animation|Children's
3272,590,5,968198321,590,Dances with Wolves (1990),Adventure|Drama|Western
3272,2174,4,968198321,2174,Beetlejuice (1988),Comedy|Fantasy
3272,357,3,968198350,357,Four Weddings and a Funeral (1994),Comedy|Romance
3272,2243,3,968198350,2243,Broadcast News (1987),Comedy|Drama|Romance
3272,1962,3,968198350,1962,Driving Miss Daisy (1989),Drama
3272,3198,4,968198381,3198,Papillon (1973),Drama
3272,2052,4,968198381,2052,Hocus Pocus (1993),Children's|Comedy
3272,296,3,968198381,296,Pulp Fiction (1994),Crime|Drama
3272,1201,4,968198426,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western
3272,3186,3,968198426,3186,"Girl, Interrupted (1999)",Drama
3272,1023,4,968198447,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
3272,553,4,968198466,553,Tombstone (1993),Western
3272,3019,3,968198493,3019,Drugstore Cowboy (1989),Crime|Drama
3272,3255,4,968198493,3255,"League of Their Own, A (1992)",Comedy|Drama
3272,2150,3,968198493,2150,"Gods Must Be Crazy, The (1980)",Comedy
3272,39,3,968198534,39,Clueless (1995),Comedy|Romance
3272,1222,4,968198564,1222,Full Metal Jacket (1987),Action|Drama|War
3272,3806,4,968198564,3806,MacKenna's Gold (1969),Western
3272,3360,3,968198564,3360,Hoosiers (1986),Drama
3272,3098,4,968198582,3098,"Natural, The (1984)",Drama
3272,3836,4,968198605,3836,Kelly's Heroes (1970),Action|Comedy|War
3272,2268,4,968198633,2268,"Few Good Men, A (1992)",Crime|Drama
3272,1333,4,968198633,1333,"Birds, The (1963)",Horror
3272,2059,4,968198633,2059,"Parent Trap, The (1998)",Children's|Drama
3272,1619,4,968198633,1619,Seven Years in Tibet (1997),Drama|War
3272,1271,3,968198656,1271,Fried Green Tomatoes (1991),Drama
3272,509,3,968198717,509,"Piano, The (1993)",Drama|Romance
3272,2863,4,968198717,2863,"Hard Day's Night, A (1964)",Comedy|Musical
3272,1029,4,968198717,1029,Dumbo (1941),Animation|Children's|Musical
3272,1085,4,968198717,1085,"Old Man and the Sea, The (1958)",Adventure|Drama
3272,2291,4,968198717,2291,Edward Scissorhands (1990),Drama|Romance
3272,3157,5,968198756,3157,Stuart Little (1999),Children's|Comedy
3272,2968,4,968198815,2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
3272,1017,5,968198815,1017,Swiss Family Robinson (1960),Adventure|Children's
3272,2852,4,968198815,2852,"Soldier's Story, A (1984)",Drama
3272,3296,3,968198878,3296,To Sir with Love (1967),Drama
3272,2700,3,968198878,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3272,1209,4,968198878,1209,Once Upon a Time in the West (1969),Western
3272,866,3,968198878,866,Bound (1996),Crime|Drama|Romance|Thriller
3272,2520,4,968198899,2520,Airport (1970),Drama
3272,610,4,968198926,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
3272,1994,4,968198926,1994,Poltergeist (1982),Horror|Thriller
3272,1625,4,968198926,1625,"Game, The (1997)",Mystery|Thriller
3272,480,5,968198942,480,Jurassic Park (1993),Action|Adventure|Sci-Fi
3272,2005,4,968198969,2005,"Goonies, The (1985)",Adventure|Children's|Fantasy
3272,2294,4,968198969,2294,Antz (1998),Animation|Children's
3272,1401,4,968198969,1401,Ghosts of Mississippi (1996),Drama
3272,1674,4,968198992,1674,Witness (1985),Drama|Romance|Thriller
3272,3733,3,968198992,3733,"Paper Chase, The (1973)",Drama
3272,1345,4,968199027,1345,Carrie (1976),Horror
3272,2090,4,968199027,2090,"Rescuers, The (1977)",Animation|Children's
3272,838,4,968199064,838,Emma (1996),Comedy|Drama|Romance
3272,3072,4,968199064,3072,Moonstruck (1987),Comedy
3272,1019,4,968199064,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
3272,592,4,968199064,592,Batman (1989),Action|Adventure|Crime|Drama
3272,3763,5,968199087,3763,F/X (1986),Action|Crime|Thriller
3272,1125,4,968199087,1125,"Return of the Pink Panther, The (1974)",Comedy
3272,2951,4,968199087,2951,"Fistful of Dollars, A (1964)",Action|Western
3272,2527,4,968199112,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
3272,3527,4,968199112,3527,Predator (1987),Action|Sci-Fi|Thriller
3272,2085,4,968199112,2085,101 Dalmatians (1961),Animation|Children's
3272,3699,4,968199134,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3272,1727,4,968199162,1727,"Horse Whisperer, The (1998)",Drama
3272,2670,4,968199162,2670,"Run Silent, Run Deep (1958)",War
3272,1396,3,968199162,1396,Sneakers (1992),Crime|Drama|Sci-Fi
3272,3494,4,968199203,3494,True Grit (1969),Adventure|Western
3272,2915,4,968199203,2915,Risky Business (1983),Comedy
3272,647,4,968199241,647,Courage Under Fire (1996),Drama|War
3272,1485,4,968199241,1485,Liar Liar (1997),Comedy
3272,3211,3,968199241,3211,"Cry in the Dark, A (1988)",Drama
3272,1912,4,968199305,1912,Out of Sight (1998),Action|Crime|Romance
3272,1672,4,968199305,1672,"Rainmaker, The (1997)",Drama
3272,3101,4,968199305,3101,Fatal Attraction (1987),Thriller
3272,539,4,968199371,539,Sleepless in Seattle (1993),Comedy|Romance
3272,724,4,968199371,724,"Craft, The (1996)",Drama|Horror
3272,22,4,968199371,22,Copycat (1995),Crime|Drama|Thriller
3272,428,4,968199371,428,"Bronx Tale, A (1993)",Drama
3272,1027,4,968199397,1027,Robin Hood: Prince of Thieves (1991),Drama
3272,2746,4,968199397,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
3272,3448,4,968199397,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3272,3499,4,968199397,3499,Misery (1990),Horror
3272,1722,4,968199547,1722,Tomorrow Never Dies (1997),Action|Romance|Thriller
3272,1298,3,968199547,1298,Pink Floyd - The Wall (1982),Drama|Musical|War
3272,2321,4,968199568,2321,Pleasantville (1998),Comedy
3272,300,4,968199568,300,Quiz Show (1994),Drama
3272,344,4,968199623,344,Ace Ventura: Pet Detective (1994),Comedy
3272,3430,4,968199623,3430,Death Wish (1974),Action|Drama
3272,914,4,968199657,914,My Fair Lady (1964),Musical|Romance
3272,3111,4,968199657,3111,Places in the Heart (1984),Drama
3272,1018,4,968199657,1018,That Darn Cat! (1965),Children's|Comedy|Mystery
3272,3153,4,968199677,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
3272,2706,4,968199677,2706,American Pie (1999),Comedy
3272,2353,4,968199705,2353,Enemy of the State (1998),Action|Thriller
3272,1124,3,968199705,1124,On Golden Pond (1981),Drama
3272,500,5,968199705,500,Mrs. Doubtfire (1993),Comedy
3272,2161,4,968199725,2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
3272,2273,4,968199800,2273,Rush Hour (1998),Action|Thriller
3272,1375,4,968199830,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
3272,1010,4,968199830,1010,"Love Bug, The (1969)",Children's|Comedy
3272,1013,4,968199830,1013,"Parent Trap, The (1961)",Children's|Drama
3272,1286,4,968199883,1286,Somewhere in Time (1980),Drama|Romance
3272,3685,3,968199883,3685,Prizzi's Honor (1985),Comedy|Drama|Romance
3272,3086,5,968199883,3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
3272,10,4,968199883,10,GoldenEye (1995),Action|Adventure|Thriller
3272,3169,3,968199993,3169,"Falcon and the Snowman, The (1984)",Drama
3272,802,4,968200021,802,Phenomenon (1996),Drama|Romance
3272,2782,5,968200021,2782,Pit and the Pendulum (1961),Horror
3272,3408,4,968200021,3408,Erin Brockovich (2000),Drama
3272,1028,5,968200021,1028,Mary Poppins (1964),Children's|Comedy|Musical
3272,21,3,968200054,21,Get Shorty (1995),Action|Comedy|Drama
3272,1380,4,968200054,1380,Grease (1978),Comedy|Musical|Romance
3272,2406,4,968200054,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
3272,2539,4,968200054,2539,Analyze This (1999),Comedy
3272,2470,4,968200085,2470,Crocodile Dundee (1986),Adventure|Comedy
3272,1092,4,968200085,1092,Basic Instinct (1992),Mystery|Thriller
3272,454,4,968200124,454,"Firm, The (1993)",Drama|Thriller
3272,1370,4,968200269,1370,Die Hard 2 (1990),Action|Thriller
3272,3639,4,968200269,3639,"Man with the Golden Gun, The (1974)",Action
3272,3479,4,968200269,3479,Ladyhawke (1985),Adventure|Fantasy|Romance
3272,2407,4,968200269,2407,Cocoon (1985),Comedy|Sci-Fi
3272,11,4,968200305,11,"American President, The (1995)",Comedy|Drama|Romance
3272,2922,4,968200305,2922,Hang 'em High (1967),Western
3272,2640,4,968200305,2640,Superman (1978),Action|Adventure|Sci-Fi
3272,3740,3,968200333,3740,Big Trouble in Little China (1986),Action|Comedy
3272,2657,4,968200333,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3272,1566,4,968200360,1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
3272,3675,5,968200360,3675,White Christmas (1954),Musical
3272,1967,4,968200360,1967,Labyrinth (1986),Adventure|Children's|Fantasy
3272,2118,4,968200360,2118,"Dead Zone, The (1983)",Horror|Thriller
3272,1876,4,968200379,1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
3272,2371,4,968200379,2371,Fletch (1985),Comedy
3272,2518,4,968200397,2518,Night Shift (1982),Comedy
3272,2135,4,968200428,2135,Doctor Dolittle (1967),Adventure|Musical
3272,1732,4,968200428,1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3272,2123,4,968200428,2123,All Dogs Go to Heaven (1989),Animation|Children's
3272,3417,4,968200428,3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi
3272,2991,4,968200451,2991,Live and Let Die (1973),Action
3272,3100,3,968200451,3100,"River Runs Through It, A (1992)",Drama
3272,1025,4,968200479,1025,"Sword in the Stone, The (1963)",Animation|Children's
3272,2096,4,968200479,2096,Sleeping Beauty (1959),Animation|Children's|Musical
3272,3109,4,968200480,3109,"River, The (1984)",Drama
3272,3252,4,968200480,3252,Scent of a Woman (1992),Drama
3272,2454,4,968200507,2454,"Fly, The (1958)",Horror|Sci-Fi
3272,1608,4,968200507,1608,Air Force One (1997),Action|Thriller
3272,367,4,968200507,367,"Mask, The (1994)",Comedy|Crime|Fantasy
3272,1645,4,968200529,1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
3272,350,4,968200529,350,"Client, The (1994)",Drama|Mystery|Thriller
3272,3587,3,968200548,3587,Inferno (1980),Horror
3272,3487,4,968200579,3487,"Dorado, El (1967)",Western
3272,3087,4,968200579,3087,Scrooged (1988),Comedy
3272,3701,3,968200579,3701,Alien Nation (1988),Crime|Drama|Sci-Fi
3272,1653,4,968200579,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
3272,3788,4,968200644,3788,Blowup (1966),Drama|Mystery
3272,3478,4,968200644,3478,"Bamba, La (1987)",Drama
3272,3591,4,968200644,3591,Mr. Mom (1983),Comedy|Drama
3272,3168,4,968200644,3168,Easy Rider (1969),Adventure|Drama
3272,2046,4,968200672,2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
3272,2136,4,968200672,2136,"Nutty Professor, The (1963)",Comedy
3272,2633,4,968200672,2633,"Mummy, The (1932)",Horror|Romance
3272,3706,3,968200672,3706,Angel Heart (1987),Film-Noir|Mystery|Thriller
3272,2040,4,968200698,2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
3272,2779,4,968200698,2779,Heaven Can Wait (1978),Comedy
3272,1009,4,968203454,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
3272,2091,4,968203454,2091,Return from Witch Mountain (1978),Children's|Sci-Fi
3272,1661,4,968203519,1661,Switchback (1997),Thriller
3272,2804,4,968203560,2804,"Christmas Story, A (1983)",Comedy|Drama
3272,1196,5,968203645,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
3272,3311,4,968203645,3311,"Man from Laramie, The (1955)",Western
3272,260,5,968203645,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
3272,1250,4,968203667,1250,"Bridge on the River Kwai, The (1957)",Drama|War
3272,541,4,968203667,541,Blade Runner (1982),Film-Noir|Sci-Fi
3272,2028,5,968203717,2028,Saving Private Ryan (1998),Action|Drama|War
3272,1219,4,968203717,1219,Psycho (1960),Horror|Thriller
3272,3853,4,968203754,3853,"Tic Code, The (1998)",Drama
3272,3196,4,968203777,3196,Stalag 17 (1953),Drama|War
3272,3114,4,968203801,3114,Toy Story 2 (1999),Animation|Children's|Comedy
3272,1270,4,968203801,1270,Back to the Future (1985),Comedy|Sci-Fi
3272,1387,4,968203822,1387,Jaws (1975),Action|Horror
3272,1283,4,968203850,1283,High Noon (1952),Western
3272,1,5,968203850,1,Toy Story (1995),Animation|Children's|Comedy
3272,3147,4,968203850,3147,"Green Mile, The (1999)",Drama|Thriller
3272,531,4,968203850,531,"Secret Garden, The (1993)",Children's|Drama
3272,2336,4,968203874,2336,Elizabeth (1998),Drama
3272,1136,4,968203874,1136,Monty Python and the Holy Grail (1974),Comedy
3272,1276,4,968203899,1276,Cool Hand Luke (1967),Comedy|Drama
3272,1252,4,968203899,1252,Chinatown (1974),Film-Noir|Mystery|Thriller
3272,1267,3,968203899,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
3272,150,4,968203919,150,Apollo 13 (1995),Drama
3272,599,4,968203945,599,"Wild Bunch, The (1969)",Western
3272,1287,4,968203945,1287,Ben-Hur (1959),Action|Adventure|Drama
3272,1394,3,968203945,1394,Raising Arizona (1987),Comedy
3272,2947,4,968203945,2947,Goldfinger (1964),Action
3272,899,5,968203977,899,Singin' in the Rain (1952),Musical|Romance
3272,2366,4,968203999,2366,King Kong (1933),Action|Adventure|Horror
3272,111,4,968203999,111,Taxi Driver (1976),Drama|Thriller
3272,1226,5,968204023,1226,"Quiet Man, The (1952)",Comedy|Romance
3272,1200,4,968204023,1200,Aliens (1986),Action|Sci-Fi|Thriller|War
3272,1036,4,968204046,1036,Die Hard (1988),Action|Thriller
3272,1307,4,968204046,1307,When Harry Met Sally... (1989),Comedy|Romance
3272,1079,3,968204065,1079,"Fish Called Wanda, A (1988)",Comedy
3272,1304,4,968204084,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
3272,3471,5,968204107,3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
3272,1012,4,968204107,1012,Old Yeller (1957),Children's|Drama
3272,1393,4,968204107,1393,Jerry Maguire (1996),Drama|Romance
3272,2858,4,968204150,2858,American Beauty (1999),Comedy|Drama
3272,1867,4,968204184,1867,Tarzan and the Lost City (1998),Action|Adventure
3272,2042,3,968204184,2042,D2: The Mighty Ducks (1994),Children's|Comedy
3272,2288,4,968204207,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
3272,1259,4,968204207,1259,Stand by Me (1986),Adventure|Comedy|Drama
3272,1210,5,968204225,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
3272,3753,4,968204242,3753,"Patriot, The (2000)",Action|Drama|War
3272,1953,4,968204264,1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller
3272,3654,4,968204264,3654,"Guns of Navarone, The (1961)",Action|Drama|War
3272,2716,4,968204283,2716,Ghostbusters (1984),Comedy|Horror
3272,1947,5,968204302,1947,West Side Story (1961),Musical|Romance
3272,2948,4,968204367,2948,From Russia with Love (1963),Action
3272,3068,4,968204385,3068,"Verdict, The (1982)",Drama
3272,3074,4,968204421,3074,Jeremiah Johnson (1972),Western
3272,1610,4,968204468,1610,"Hunt for Red October, The (1990)",Action|Thriller
3272,1302,4,968204488,1302,Field of Dreams (1989),Drama
3272,3039,3,968204488,3039,Trading Places (1983),Comedy
3272,2078,4,968204526,2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
3272,1907,4,968204535,1907,Mulan (1998),Animation|Children's
3272,2355,4,968204559,2355,"Bug's Life, A (1998)",Animation|Children's|Comedy
3272,1584,4,968204559,1584,Contact (1997),Drama|Sci-Fi
3272,3681,4,968204653,3681,For a Few Dollars More (1965),Western
3272,1294,4,968204653,1294,M*A*S*H (1970),Comedy|War
3272,3508,4,968204653,3508,"Outlaw Josey Wales, The (1976)",Western
3272,628,4,968204736,628,Primal Fear (1996),Drama|Thriller
3272,1220,4,968204789,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
3272,1035,5,968204789,1035,"Sound of Music, The (1965)",Musical
3272,1961,4,968204814,1961,Rain Man (1988),Drama
3272,1968,3,968204814,1968,"Breakfast Club, The (1985)",Comedy|Drama
3272,1660,4,968204879,1660,Eve's Bayou (1997),Drama
3272,1580,4,968204916,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
3272,2423,4,968204916,2423,Christmas Vacation (1989),Comedy
3272,3504,3,968204943,3504,Network (1976),Comedy|Drama
3272,1253,3,968205001,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
3272,1694,4,968205001,1694,"Apostle, The (1997)",Drama
3272,3396,4,968205001,3396,"Muppet Movie, The (1979)",Children's|Comedy
3272,1517,4,968205026,1517,Austin Powers: International Man of Mystery (1997),Comedy
3272,3175,4,968205026,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3272,2565,4,968205045,2565,"King and I, The (1956)",Musical
3272,1721,4,968205069,1721,Titanic (1997),Drama|Romance
3272,2081,4,968205094,2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
3272,1031,4,968205094,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
3272,1678,3,968205179,1678,"Joy Luck Club, The (1993)",Drama
3272,2124,4,968205179,2124,"Addams Family, The (1991)",Comedy
3272,3159,4,968205207,3159,Fantasia 2000 (1999),Animation|Children's|Musical
3272,1344,3,968205233,1344,Cape Fear (1962),Film-Noir|Thriller
3272,2671,4,968205233,2671,Notting Hill (1999),Comedy|Romance
3272,1356,4,968205233,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
3272,2581,4,968205273,2581,Never Been Kissed (1999),Comedy|Romance
3272,3217,3,968205293,3217,"Star Is Born, A (1937)",Drama
3272,2993,4,968205293,2993,Thunderball (1965),Action
3272,2841,4,968205326,2841,Stir of Echoes (1999),Thriller
3272,3576,3,968205392,3576,"Hidden, The (1987)",Action|Horror|Sci-Fi
3272,1848,4,968205412,1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
3272,3210,3,968205412,3210,Fast Times at Ridgemont High (1982),Comedy
3272,923,3,968273623,923,Citizen Kane (1941),Drama
