uid,sid,rating
9,1548.0,5
9,250.0,5
9,2096.0,4
9,2161.0,5
9,2097.0,3
9,136.0,3
9,1461.0,5
9,2099.0,5
9,1398.0,4
9,2101.0,4
9,1399.0,3
9,589.0,5
9,555.0,5
9,1401.0,4
9,873.0,5
9,591.0,4
9,1402.0,4
9,874.0,5
9,875.0,4
9,1404.0,5
9,876.0,4
9,528.0,4
9,2396.0,5
9,1886.0,5
9,666.0,5
9,1271.0,5
9,1272.0,4
9,253.0,3
9,193.0,5
9,2166.0,4
9,1555.0,5
9,257.0,5
9,1020.0,3
9,1559.0,4
9,979.0,5
9,1023.0,3
9,931.0,4
9,1472.0,5
9,932.0,4
9,599.0,3
9,600.0,3
9,934.0,4
9,601.0,5
9,935.0,4
9,602.0,5
9,936.0,4
9,937.0,3
9,603.0,5
9,605.0,5
9,606.0,5
9,669.0,3
9,2405.0,4
9,1946.0,4
9,2508.0,3
9,672.0,3
9,673.0,5
9,1278.0,3
9,676.0,4
9,1223.0,2
9,2410.0,4
9,1283.0,5
9,261.0,4
9,23.0,3
9,1562.0,4
9,205.0,4
9,1564.0,5
9,1510.0,5
9,207.0,3
9,940.0,5
9,607.0,5
9,610.0,3
9,611.0,3
9,2556.0,3
9,2557.0,3
9,532.0,5
9,2558.0,2
9,944.0,3
9,613.0,4
9,2559.0,2
9,677.0,3
9,536.0,3
9,570.0,3
9,679.0,5
9,1899.0,5
9,680.0,5
9,1285.0,5
9,682.0,4
9,1843.0,5
9,684.0,5
9,1291.0,5
9,267.0,4
9,30.0,5
9,212.0,5
9,272.0,5
9,273.0,5
9,1636.0,4
9,1638.0,5
9,1574.0,5
9,2123.0,2
9,1486.0,5
9,619.0,2
9,950.0,3
9,624.0,4
9,735.0,4
9,686.0,3
9,1905.0,4
9,687.0,4
9,737.0,4
9,688.0,4
9,2010.0,5
9,691.0,5
9,326.0,4
9,278.0,4
9,217.0,4
9,280.0,4
9,2129.0,4
9,281.0,4
9,42.0,4
9,1035.0,4
9,1080.0,3
9,629.0,4
9,2576.0,4
9,695.0,5
9,1966.0,3
9,283.0,3
9,1651.0,5
9,2190.0,2
9,1652.0,5
9,2191.0,5
9,1589.0,4
9,2140.0,4
9,2141.0,5
9,639.0,5
9,640.0,5
9,2642.0,5
9,2483.0,5
9,1971.0,4
9,744.0,5
9,2484.0,4
9,1921.0,4
9,745.0,4
9,400.0,4
9,2527.0,4
9,747.0,4
9,1925.0,3
9,749.0,4
9,1927.0,5
9,706.0,5
9,1714.0,5
9,405.0,4
9,1659.0,5
9,50.0,5
9,1137.0,5
9,1090.0,4
9,1664.0,5
9,1540.0,4
9,2149.0,4
9,1542.0,4
9,2151.0,5
9,1044.0,3
9,1092.0,2
9,2153.0,3
9,2645.0,4
9,1321.0,5
9,643.0,5
9,1322.0,4
9,786.0,5
9,1323.0,4
9,787.0,2
9,1324.0,4
9,2530.0,4
9,789.0,3
9,1326.0,4
9,790.0,4
9,1327.0,3
9,646.0,3
9,1978.0,4
9,2534.0,5
9,2034.0,3
9,585.0,4
9,1329.0,4
9,1979.0,5
9,586.0,4
9,753.0,4
9,2036.0,4
9,754.0,4
9,416.0,5
9,1604.0,4
9,2245.0,4
9,2202.0,4
9,2203.0,5
9,1608.0,4
9,1048.0,5
9,81.0,3
9,1611.0,3
9,648.0,5
9,1331.0,4
9,2600.0,5
9,796.0,4
9,1332.0,5
9,1335.0,5
9,800.0,4
9,801.0,4
9,1338.0,4
9,712.0,5
9,2545.0,3
9,2043.0,3
9,418.0,5
9,419.0,4
9,756.0,5
9,420.0,4
9,715.0,5
9,2250.0,3
9,1143.0,3
9,2252.0,3
9,2253.0,4
9,1677.0,4
9,84.0,4
9,1049.0,5
9,1104.0,5
9,1735.0,4
9,1105.0,5
9,2257.0,5
9,1051.0,5
9,2214.0,4
9,1052.0,4
9,1341.0,4
9,806.0,4
9,807.0,3
9,809.0,5
9,811.0,4
9,716.0,5
9,2047.0,4
9,2048.0,4
9,427.0,3
9,720.0,4
9,2554.0,5
9,363.0,4
9,723.0,5
9,1736.0,3
9,2346.0,4
9,2262.0,3
9,2217.0,4
9,1626.0,4
9,2220.0,3
9,1629.0,5
9,1630.0,5
9,1408.0,5
9,1631.0,4
9,884.0,5
9,815.0,4
9,1411.0,5
9,886.0,3
9,1352.0,3
9,817.0,4
9,1414.0,5
9,818.0,4
9,889.0,5
9,1415.0,4
9,726.0,3
9,732.0,5
9,1691.0,5
9,1792.0,4
9,2308.0,5
9,149.0,4
9,1119.0,4
9,154.0,4
9,1417.0,4
9,1358.0,4
9,1359.0,3
9,1421.0,5
9,822.0,5
9,2727.0,4
9,1361.0,5
9,825.0,5
9,1363.0,4
9,829.0,3
10,1159.0,4
10,1123.0,1
10,159.0,4
10,2072.0,4
10,841.0,3
10,775.0,4
10,1852.0,2
10,445.0,1
10,446.0,3
10,1805.0,2
10,1438.0,1
10,847.0,3
10,1856.0,3
10,481.0,4
10,449.0,3
10,783.0,5
10,1858.0,1
10,784.0,4
10,451.0,5
10,1246.0,4
10,455.0,3
10,2379.0,4
10,171.0,3
10,1169.0,4
10,1386.0,4
10,860.0,3
10,1253.0,5
10,1770.0,5
10,1172.0,5
10,240.0,5
10,181.0,4
10,184.0,3
10,923.0,5
10,870.0,4
10,1933.0,5
10,2494.0,4
10,1935.0,1
10,2335.0,1
10,2155.0,1
10,1780.0,1
10,1548.0,4
10,2159.0,5
10,2160.0,3
10,527.0,5
10,1886.0,4
10,253.0,4
10,979.0,3
10,1472.0,4
10,2458.0,1
10,530.0,4
10,1837.0,4
10,259.0,3
10,1225.0,2
10,262.0,4
10,203.0,2
10,1562.0,3
10,1565.0,3
10,2174.0,4
10,1568.0,5
10,536.0,2
10,2004.0,2
10,1899.0,5
10,539.0,1
10,1902.0,4
10,2416.0,2
10,272.0,5
10,273.0,1
10,33.0,3
10,1573.0,3
10,992.0,1
10,950.0,4
10,2010.0,5
10,326.0,1
10,41.0,3
10,2185.0,3
10,2187.0,4
10,1037.0,4
10,695.0,2
10,1966.0,5
10,329.0,2
10,330.0,3
10,395.0,3
10,43.0,5
10,1589.0,1
10,1532.0,4
10,1592.0,2
10,2642.0,5
10,1921.0,4
10,1925.0,5
10,706.0,4
10,341.0,2
10,1134.0,4
10,2195.0,4
10,1659.0,2
10,1137.0,5
10,1011.0,3
10,754.0,4
10,408.0,3
10,460.0,5
10,2202.0,2
10,2247.0,1
10,2204.0,3
10,1048.0,1
10,2206.0,4
10,81.0,5
10,799.0,4
10,2604.0,3
10,1988.0,3
10,2043.0,5
10,420.0,5
10,2253.0,3
10,2210.0,1
10,68.0,1
10,84.0,3
10,71.0,4
10,654.0,1
10,716.0,4
10,427.0,3
10,363.0,4
10,364.0,5
10,724.0,5
10,1149.0,4
10,1743.0,4
10,1112.0,2
10,1629.0,2
10,656.0,5
10,1412.0,3
10,1415.0,5
10,889.0,3
10,500.0,1
10,2353.0,5
10,1117.0,3
10,1155.0,3
10,826.0,4
11,834.0,3
11,2317.0,3
11,780.0,4
11,784.0,5
11,451.0,5
11,2701.0,4
11,1933.0,5
11,606.0,5
11,610.0,5
11,570.0,5
11,621.0,2
11,2521.0,4
11,1094.0,3
11,85.0,5
11,807.0,5
11,2263.0,4
11,885.0,4
11,817.0,3
11,659.0,4
11,1791.0,1
11,2622.0,3
11,829.0,3
12,2064.0,3
12,476.0,3
12,1800.0,3
12,1369.0,3
12,841.0,4
12,448.0,5
12,1130.0,3
12,1.0,3
12,107.0,3
12,899.0,4
12,1437.0,3
12,844.0,4
12,782.0,5
12,449.0,4
12,783.0,4
12,515.0,4
12,784.0,5
12,1806.0,3
12,450.0,3
12,1807.0,3
12,451.0,5
12,1765.0,5
12,119.0,3
12,238.0,3
12,240.0,4
12,975.0,3
12,921.0,4
12,869.0,5
12,250.0,4
12,2098.0,3
12,1461.0,4
12,873.0,4
12,1402.0,3
12,666.0,2
12,2403.0,4
12,9.0,3
12,193.0,5
12,930.0,3
12,932.0,4
12,982.0,3
12,934.0,4
12,935.0,3
12,936.0,3
12,937.0,3
12,606.0,4
12,1944.0,3
12,1838.0,4
12,20.0,3
12,265.0,3
12,1029.0,4
12,532.0,4
12,2412.0,2
12,314.0,5
12,1291.0,3
12,949.0,3
12,2008.0,3
12,325.0,3
12,1074.0,3
12,2127.0,1
12,1645.0,2
12,281.0,2
12,221.0,4
12,1035.0,4
12,1000.0,3
12,699.0,3
12,397.0,3
12,43.0,4
12,638.0,3
12,747.0,4
12,749.0,3
12,292.0,3
12,405.0,5
12,48.0,2
12,344.0,2
12,346.0,3
12,1323.0,3
12,1326.0,2
12,2597.0,3
12,1327.0,3
12,790.0,5
12,1977.0,3
12,1603.0,4
12,2203.0,3
12,796.0,4
12,802.0,3
12,712.0,3
12,1144.0,3
12,2254.0,3
12,1734.0,3
12,1049.0,4
12,84.0,4
12,1053.0,3
12,1348.0,4
12,2048.0,3
12,2554.0,3
12,428.0,3
12,363.0,4
12,2267.0,3
12,1411.0,3
12,817.0,3
12,732.0,5
12,2352.0,3
12,2353.0,3
12,1791.0,3
12,1691.0,3
12,1792.0,3
12,1421.0,3
12,1363.0,4
13,2310.0,3
13,2072.0,5
13,845.0,5
13,1766.0,1
13,1875.0,4
13,2095.0,4
13,1505.0,3
13,2504.0,3
13,1946.0,2
13,1838.0,5
13,1899.0,5
13,1842.0,4
13,1844.0,1
13,1292.0,2
13,2476.0,4
13,221.0,5
13,2012.0,5
13,1306.0,1
13,1966.0,3
13,2137.0,4
13,460.0,1
13,2043.0,2
13,811.0,4
13,1629.0,4
13,2056.0,3
14,2356.0,4
14,476.0,4
14,2310.0,2
14,1702.0,3
14,97.0,4
14,1432.0,3
14,1372.0,3
14,2634.0,4
14,2072.0,2
14,478.0,2
14,1850.0,1
14,1852.0,4
14,1853.0,4
14,446.0,3
14,1704.0,4
14,1240.0,4
14,1762.0,4
14,2281.0,4
14,1709.0,3
14,2075.0,2
14,2076.0,4
14,5.0,4
14,2740.0,3
14,847.0,3
14,547.0,4
14,780.0,4
14,513.0,3
14,2427.0,5
14,782.0,4
14,1858.0,3
14,784.0,4
14,1806.0,3
14,451.0,4
14,1199.0,2
14,1765.0,4
14,225.0,4
14,1864.0,3
14,171.0,2
14,114.0,2
14,1169.0,3
14,115.0,4
14,963.0,3
14,909.0,3
14,853.0,3
14,522.0,3
14,1869.0,3
14,1253.0,4
14,1771.0,3
14,2328.0,2
14,1171.0,2
14,1172.0,3
14,240.0,4
14,971.0,4
14,2442.0,3
14,2388.0,4
14,2443.0,2
14,1780.0,3
14,1548.0,3
14,1013.0,3
14,2159.0,3
14,191.0,3
14,2161.0,4
14,1461.0,2
14,873.0,2
14,556.0,4
14,526.0,3
14,1833.0,3
14,193.0,4
14,2165.0,4
14,197.0,4
14,930.0,4
14,2504.0,3
14,2505.0,4
14,1946.0,4
14,1837.0,4
14,1222.0,3
14,2410.0,4
14,1224.0,2
14,1840.0,3
14,261.0,4
14,1562.0,2
14,1029.0,4
14,1483.0,3
14,532.0,2
14,2005.0,3
14,1899.0,4
14,1900.0,3
14,539.0,3
14,2468.0,2
14,1901.0,3
14,1844.0,4
14,1228.0,4
14,2416.0,4
14,1292.0,4
14,30.0,3
14,272.0,4
14,273.0,1
14,1072.0,3
14,1522.0,4
14,995.0,4
14,952.0,4
14,1954.0,4
14,1955.0,4
14,2572.0,3
14,2008.0,4
14,1905.0,1
14,2516.0,3
14,381.0,4
14,2476.0,5
14,325.0,3
14,278.0,4
14,1074.0,4
14,280.0,4
14,2184.0,3
14,281.0,3
14,41.0,4
14,1078.0,3
14,221.0,3
14,2186.0,4
14,1525.0,3
14,2187.0,4
14,1526.0,3
14,1080.0,3
14,1081.0,4
14,1529.0,2
14,2576.0,4
14,1966.0,4
14,331.0,3
14,397.0,3
14,43.0,4
14,1652.0,3
14,2137.0,3
14,2191.0,4
14,1655.0,2
14,1085.0,4
14,1004.0,3
14,1005.0,4
14,404.0,4
14,2284.0,2
14,292.0,3
14,1714.0,4
14,405.0,4
14,2195.0,2
14,1135.0,3
14,344.0,4
14,1718.0,2
14,1661.0,4
14,1137.0,4
14,1092.0,2
14,1321.0,4
14,1322.0,4
14,1323.0,3
14,1327.0,4
14,57.0,2
14,416.0,4
14,60.0,4
14,2245.0,2
14,2202.0,4
14,1097.0,3
14,2204.0,4
14,1098.0,3
14,2206.0,4
14,81.0,4
14,796.0,4
14,2602.0,5
14,799.0,4
14,2604.0,3
14,1986.0,3
14,1987.0,3
14,2043.0,3
14,2254.0,4
14,1049.0,2
14,84.0,5
14,1147.0,2
14,1620.0,2
14,1052.0,3
14,1622.0,4
14,2044.0,3
14,1348.0,4
14,429.0,4
14,363.0,4
14,469.0,4
14,2259.0,2
14,1783.0,3
14,2346.0,4
14,1181.0,4
14,1182.0,4
14,1149.0,3
14,1624.0,3
14,1743.0,2
14,1627.0,4
14,1629.0,4
14,1063.0,4
14,2616.0,2
14,727.0,4
14,1186.0,4
14,2353.0,3
14,1792.0,1
14,1116.0,4
14,1117.0,3
14,1421.0,4
15,2064.0,3
15,1755.0,2
15,1801.0,2
15,1123.0,4
15,1702.0,3
15,1849.0,2
15,1763.0,1
15,2075.0,3
15,851.0,4
15,1859.0,2
15,1242.0,3
15,2433.0,3
15,1809.0,3
15,1766.0,4
15,2083.0,2
15,1865.0,1
15,1867.0,2
15,1868.0,2
15,1869.0,4
15,1771.0,4
15,1934.0,3
15,197.0,2
15,1948.0,1
15,1837.0,4
15,1898.0,4
15,1847.0,5
15,1905.0,3
15,1964.0,1
15,1589.0,5
15,1602.0,5
15,2203.0,4
15,1989.0,3
15,1625.0,2
15,1627.0,5
15,2055.0,5
16,769.0,5
16,1753.0,4
16,1754.0,3
16,2731.0,3
16,2677.0,3
16,2630.0,4
16,835.0,5
16,507.0,5
16,1372.0,3
16,772.0,5
16,2420.0,5
16,448.0,5
16,1240.0,4
16,165.0,4
16,2077.0,4
16,960.0,5
16,2688.0,4
16,847.0,5
16,780.0,5
16,2427.0,4
16,782.0,5
16,449.0,4
16,1806.0,4
16,451.0,5
16,453.0,5
16,1765.0,4
16,225.0,5
16,2324.0,4
16,175.0,5
16,116.0,5
16,1170.0,2
16,117.0,4
16,118.0,4
16,1442.0,4
16,909.0,4
16,852.0,5
16,856.0,5
16,517.0,5
16,1251.0,4
16,2439.0,4
16,1253.0,4
16,2386.0,3
16,1818.0,5
16,238.0,4
16,240.0,5
16,241.0,4
16,182.0,5
16,974.0,3
16,921.0,4
16,523.0,5
16,866.0,5
16,923.0,4
16,1820.0,4
16,1821.0,4
16,1822.0,5
16,1823.0,3
16,1824.0,5
16,1827.0,2
16,1828.0,2
16,1781.0,3
16,2094.0,3
16,250.0,3
16,2095.0,4
16,2161.0,3
16,1401.0,4
16,2396.0,4
16,193.0,5
16,1554.0,4
16,2166.0,5
16,930.0,3
16,1471.0,5
16,146.0,4
16,600.0,5
16,934.0,4
16,936.0,5
16,2505.0,4
16,1892.0,4
16,2407.0,2
16,676.0,5
16,258.0,3
16,23.0,3
16,1562.0,5
16,1029.0,5
16,2555.0,4
16,611.0,5
16,2556.0,4
16,2557.0,3
16,532.0,4
16,2558.0,5
16,1999.0,4
16,2559.0,4
16,2005.0,3
16,1899.0,5
16,2512.0,2
16,30.0,5
16,320.0,5
16,1066.0,3
16,272.0,5
16,31.0,5
16,1638.0,4
16,1522.0,4
16,952.0,3
16,2568.0,4
16,2006.0,4
16,572.0,5
16,2572.0,4
16,2008.0,5
16,2474.0,4
16,2476.0,5
16,1074.0,4
16,218.0,5
16,2127.0,5
16,1077.0,5
16,221.0,5
16,2186.0,4
